artifact_id,image,rank,source_type,accession_number,score,oxford_type,oxford_image,pitts_description,oxford_description,reasons
fig_346,fig_346.jpg,4,bell,1901.53.5,23,bell,,"Quadrangular bronze bell, ornamented with mud-fish and a human It is reticulated on all sides and could have emitted no head in relief. sound. human face in relief.",Bronze pellet bell,same primary type: bell | shared material: bronze
fig_346,fig_346.jpg,5,bell,1901.53.6,23,bell,1901.53.6.png,"Quadrangular bronze bell, ornamented with mud-fish and a human It is reticulated on all sides and could have emitted no head in relief. sound. human face in relief.",Bronze pellet bell,same primary type: bell | shared material: bronze
fig_347,fig_347.jpg,1,bell,1900.39.10,23,bell,1900.39.10_1.png,"Quadrangular bronze bell, ornamented on one side by a degenerate",Bronze bell,same primary type: bell | shared material: bronze
fig_347,fig_347.jpg,2,bell,1900.39.11,23,bell,,"Quadrangular bronze bell, ornamented on one side by a degenerate",Bronze bell,same primary type: bell | shared material: bronze
fig_347,fig_347.jpg,3,bell,1901.53.4,23,bell,1901.53.4.png,"Quadrangular bronze bell, ornamented on one side by a degenerate",Bronze pellet bell,same primary type: bell | shared material: bronze
fig_347,fig_347.jpg,4,bell,1901.53.5,23,bell,,"Quadrangular bronze bell, ornamented on one side by a degenerate",Bronze pellet bell,same primary type: bell | shared material: bronze
fig_347,fig_347.jpg,5,bell,1901.53.6,23,bell,1901.53.6.png,"Quadrangular bronze bell, ornamented on one side by a degenerate",Bronze pellet bell,same primary type: bell | shared material: bronze
fig_349,fig_349.jpg,1,armlet,1900.39.14,23,armlet,,"Brass armlet, made from one piece of thin metal, joined by copper Ornamented by three naked human figures in relief, and bands of The ornamentation tastefully designed. rivets. interlaced rings.",Copper armlet with bronze decoration depicting two faces,same primary type: armlet | shared material: copper
fig_349,fig_349.jpg,2,armlet,1900.39.16,23,armlet,,"Brass armlet, made from one piece of thin metal, joined by copper Ornamented by three naked human figures in relief, and bands of The ornamentation tastefully designed. rivets. interlaced rings.",Copper armlet,same primary type: armlet | shared material: copper
fig_349,fig_349.jpg,3,armlet,1900.74.2,23,armlet,1900.74.2.png,"Brass armlet, made from one piece of thin metal, joined by copper Ornamented by three naked human figures in relief, and bands of The ornamentation tastefully designed. rivets. interlaced rings.",Brass armlet with openwork decoration,same primary type: armlet | shared material: brass
fig_349,fig_349.jpg,4,armlet,1991.13.26,23,armlet,1991.13.26.png,"Brass armlet, made from one piece of thin metal, joined by copper Ornamented by three naked human figures in relief, and bands of The ornamentation tastefully designed. rivets. interlaced rings.",Ivory armlet inlaid with brass,same primary type: armlet | shared material: brass
fig_349,fig_349.jpg,5,armlet,1900.39.12,20,armlet,,"Brass armlet, made from one piece of thin metal, joined by copper Ornamented by three naked human figures in relief, and bands of The ornamentation tastefully designed. rivets. interlaced rings.",Bronze armlet with open-work decoration,same primary type: armlet
fig_350,fig_350.jpg,1,tusk,1938.34.94,23,tusk,1938.34.94_1.png,"Bronze trumpet, slightly curved, the mouth-hole on the convex side, similar in form to the ivory trumpets, Figs. 178, 192 and 193. Pro- jecting blades, like celts, on the large end, as in the sistrum in Figs. 232 234, Plate XXXI. A somewhat similar instrument is figured by to Above Mr. Ling Both in the ""Halifax Naturalist,"" June, 1898, p. 32. these blades is a human head in relief, surmounted by a circular ring held in the mouth of a crocodile, head downwards. Other parts are ornamented by sinuous snakes in relief. and axe. It appears to have been used both as trumpet",Ivory side-blast trumpet,same primary type: tusk | shared material: ivory
fig_350,fig_350.jpg,2,tusk,1991.13.1,23,tusk,1991.13.1_3.png,"Bronze trumpet, slightly curved, the mouth-hole on the convex side, similar in form to the ivory trumpets, Figs. 178, 192 and 193. Pro- jecting blades, like celts, on the large end, as in the sistrum in Figs. 232 234, Plate XXXI. A somewhat similar instrument is figured by to Above Mr. Ling Both in the ""Halifax Naturalist,"" June, 1898, p. 32. these blades is a human head in relief, surmounted by a circular ring held in the mouth of a crocodile, head downwards. Other parts are ornamented by sinuous snakes in relief. and axe. It appears to have been used both as trumpet",Carved ivory tusk burnt in the fires during the desecration of Benin City,same primary type: tusk | shared material: ivory
fig_350,fig_350.jpg,3,tusk,1991.13.2,23,tusk,1991.13.1_3.png,"Bronze trumpet, slightly curved, the mouth-hole on the convex side, similar in form to the ivory trumpets, Figs. 178, 192 and 193. Pro- jecting blades, like celts, on the large end, as in the sistrum in Figs. 232 234, Plate XXXI. A somewhat similar instrument is figured by to Above Mr. Ling Both in the ""Halifax Naturalist,"" June, 1898, p. 32. these blades is a human head in relief, surmounted by a circular ring held in the mouth of a crocodile, head downwards. Other parts are ornamented by sinuous snakes in relief. and axe. It appears to have been used both as trumpet",Carved ivory tusk,same primary type: tusk | shared material: ivory
fig_350,fig_350.jpg,4,tusk,1991.13.20,23,tusk,1991.13.20.png,"Bronze trumpet, slightly curved, the mouth-hole on the convex side, similar in form to the ivory trumpets, Figs. 178, 192 and 193. Pro- jecting blades, like celts, on the large end, as in the sistrum in Figs. 232 234, Plate XXXI. A somewhat similar instrument is figured by to Above Mr. Ling Both in the ""Halifax Naturalist,"" June, 1898, p. 32. these blades is a human head in relief, surmounted by a circular ring held in the mouth of a crocodile, head downwards. Other parts are ornamented by sinuous snakes in relief. and axe. It appears to have been used both as trumpet",Side-blown ivory trumpet,same primary type: tusk | shared material: ivory
fig_350,fig_350.jpg,5,tusk,1991.13.28,23,tusk,1991.13.28.png,"Bronze trumpet, slightly curved, the mouth-hole on the convex side, similar in form to the ivory trumpets, Figs. 178, 192 and 193. Pro- jecting blades, like celts, on the large end, as in the sistrum in Figs. 232 234, Plate XXXI. A somewhat similar instrument is figured by to Above Mr. Ling Both in the ""Halifax Naturalist,"" June, 1898, p. 32. these blades is a human head in relief, surmounted by a circular ring held in the mouth of a crocodile, head downwards. Other parts are ornamented by sinuous snakes in relief. and axe. It appears to have been used both as trumpet",Ivory side-blown trumpet (fragment),same primary type: tusk | shared material: ivory
fig_352,fig_352.jpg,1,staff,1909.1.1,24,staff,1909.1.1_1.png,"Bronze staff, probably intended to be held in the middle. Ornamented at both ends with human figures back to back. The stem ornamented with loops as in Figs. 208 and 209, Plate XXIX.",Ivory mount from a ceremonial staff depicting a horse-man,same primary type: staff | shared feature: staff
fig_352,fig_352.jpg,2,staff,1934.46.3,24,staff,1923.2.1.png,"Bronze staff, probably intended to be held in the middle. Ornamented at both ends with human figures back to back. The stem ornamented with loops as in Figs. 208 and 209, Plate XXIX.",Wooden staff or club,same primary type: staff | shared feature: staff
fig_352,fig_352.jpg,3,staff,1941.2.124,24,staff,1941.2.124.png,"Bronze staff, probably intended to be held in the middle. Ornamented at both ends with human figures back to back. The stem ornamented with loops as in Figs. 208 and 209, Plate XXIX.",Wooden rattle staff,same primary type: staff | shared feature: staff
fig_352,fig_352.jpg,4,staff,1991.13.39,24,staff,1991.13.39.png,"Bronze staff, probably intended to be held in the middle. Ornamented at both ends with human figures back to back. The stem ornamented with loops as in Figs. 208 and 209, Plate XXIX.",Carved wooden staff with a string of shells attached,same primary type: staff | shared feature: staff
fig_354,fig_354.jpg,1,staff,1909.1.1,24,staff,1909.1.1_1.png,"Bronze staff, 4 feet 10| inches in length ; ornamented at top with the figure of a bird with a small ball in its mouth, and apparently Around it are ten leaf-shaped flanges ornamented surmounting a leopard. Below with sinuous serpents, holding birds and crocodiles in their mouths. this is a human figure standing with very large hands, apparently clasped, and thumbs projecting upwards, out of all proportion to the size of the Below this body ; on the shoulders of this figure are two sinuous snakes. are figures representing a monkey and a bulL The central figure is nude and 354 PLATE 45, 355 Antique Works of Art from Benin. 91 kneeling- with a cock in its hands, resting on a cluster of hanging hells. The lower part, which is broken and detached from the upper part, represents a human figure ; in his left hand a large neolithic celt, and in his right hand a human-headed staff, similar in design to Figs. 279 and 280, Plate XXXVI. Below and in front of this figure are smaller figures, representing a human figure with a neolithic celt in the right hand and a spotted leopard, with Rising from the head of the larger figure tail curled over head, on the left. is an antelope, with two snakes springing out of its mouth, surrounded by The whole appears to representations of various weapons, points upwards. be constructed of bronze, surrounding an iron stem. N 2 92 Antique Works of Art from Benin.",Ivory mount from a ceremonial staff depicting a horse-man,same primary type: staff | shared feature: staff
fig_354,fig_354.jpg,2,staff,1934.46.3,24,staff,1923.2.1.png,"Bronze staff, 4 feet 10| inches in length ; ornamented at top with the figure of a bird with a small ball in its mouth, and apparently Around it are ten leaf-shaped flanges ornamented surmounting a leopard. Below with sinuous serpents, holding birds and crocodiles in their mouths. this is a human figure standing with very large hands, apparently clasped, and thumbs projecting upwards, out of all proportion to the size of the Below this body ; on the shoulders of this figure are two sinuous snakes. are figures representing a monkey and a bulL The central figure is nude and 354 PLATE 45, 355 Antique Works of Art from Benin. 91 kneeling- with a cock in its hands, resting on a cluster of hanging hells. The lower part, which is broken and detached from the upper part, represents a human figure ; in his left hand a large neolithic celt, and in his right hand a human-headed staff, similar in design to Figs. 279 and 280, Plate XXXVI. Below and in front of this figure are smaller figures, representing a human figure with a neolithic celt in the right hand and a spotted leopard, with Rising from the head of the larger figure tail curled over head, on the left. is an antelope, with two snakes springing out of its mouth, surrounded by The whole appears to representations of various weapons, points upwards. be constructed of bronze, surrounding an iron stem. N 2 92 Antique Works of Art from Benin.",Wooden staff or club,same primary type: staff | shared feature: staff
fig_354,fig_354.jpg,3,staff,1941.2.124,24,staff,1941.2.124.png,"Bronze staff, 4 feet 10| inches in length ; ornamented at top with the figure of a bird with a small ball in its mouth, and apparently Around it are ten leaf-shaped flanges ornamented surmounting a leopard. Below with sinuous serpents, holding birds and crocodiles in their mouths. this is a human figure standing with very large hands, apparently clasped, and thumbs projecting upwards, out of all proportion to the size of the Below this body ; on the shoulders of this figure are two sinuous snakes. are figures representing a monkey and a bulL The central figure is nude and 354 PLATE 45, 355 Antique Works of Art from Benin. 91 kneeling- with a cock in its hands, resting on a cluster of hanging hells. The lower part, which is broken and detached from the upper part, represents a human figure ; in his left hand a large neolithic celt, and in his right hand a human-headed staff, similar in design to Figs. 279 and 280, Plate XXXVI. Below and in front of this figure are smaller figures, representing a human figure with a neolithic celt in the right hand and a spotted leopard, with Rising from the head of the larger figure tail curled over head, on the left. is an antelope, with two snakes springing out of its mouth, surrounded by The whole appears to representations of various weapons, points upwards. be constructed of bronze, surrounding an iron stem. N 2 92 Antique Works of Art from Benin.",Wooden rattle staff,same primary type: staff | shared feature: staff
fig_354,fig_354.jpg,4,staff,1991.13.39,24,staff,1991.13.39.png,"Bronze staff, 4 feet 10| inches in length ; ornamented at top with the figure of a bird with a small ball in its mouth, and apparently Around it are ten leaf-shaped flanges ornamented surmounting a leopard. Below with sinuous serpents, holding birds and crocodiles in their mouths. this is a human figure standing with very large hands, apparently clasped, and thumbs projecting upwards, out of all proportion to the size of the Below this body ; on the shoulders of this figure are two sinuous snakes. are figures representing a monkey and a bulL The central figure is nude and 354 PLATE 45, 355 Antique Works of Art from Benin. 91 kneeling- with a cock in its hands, resting on a cluster of hanging hells. The lower part, which is broken and detached from the upper part, represents a human figure ; in his left hand a large neolithic celt, and in his right hand a human-headed staff, similar in design to Figs. 279 and 280, Plate XXXVI. Below and in front of this figure are smaller figures, representing a human figure with a neolithic celt in the right hand and a spotted leopard, with Rising from the head of the larger figure tail curled over head, on the left. is an antelope, with two snakes springing out of its mouth, surrounded by The whole appears to representations of various weapons, points upwards. be constructed of bronze, surrounding an iron stem. N 2 92 Antique Works of Art from Benin.",Carved wooden staff with a string of shells attached,same primary type: staff | shared feature: staff
fig_356,fig_356.jpg,1,staff,1909.1.1,24,staff,1909.1.1_1.png,"Bronze staff, surmounted bv a vulture holding something in its beak, as in Figs. 286 to 288, Plate XXXVII ; Fig. 271, Plate XXXV, and Figs. 354 and 355, Plate XLV. In Fig. 139, Plate XXIII, and in "" Antiquities from Benin in the British Museum,"" Plate XXIX, Fig. 3, figures are shown holding these staves and striking them with rods.",Ivory mount from a ceremonial staff depicting a horse-man,same primary type: staff | shared feature: staff
fig_356,fig_356.jpg,2,staff,1934.46.3,24,staff,1923.2.1.png,"Bronze staff, surmounted bv a vulture holding something in its beak, as in Figs. 286 to 288, Plate XXXVII ; Fig. 271, Plate XXXV, and Figs. 354 and 355, Plate XLV. In Fig. 139, Plate XXIII, and in "" Antiquities from Benin in the British Museum,"" Plate XXIX, Fig. 3, figures are shown holding these staves and striking them with rods.",Wooden staff or club,same primary type: staff | shared feature: staff
fig_356,fig_356.jpg,3,staff,1941.2.124,24,staff,1941.2.124.png,"Bronze staff, surmounted bv a vulture holding something in its beak, as in Figs. 286 to 288, Plate XXXVII ; Fig. 271, Plate XXXV, and Figs. 354 and 355, Plate XLV. In Fig. 139, Plate XXIII, and in "" Antiquities from Benin in the British Museum,"" Plate XXIX, Fig. 3, figures are shown holding these staves and striking them with rods.",Wooden rattle staff,same primary type: staff | shared feature: staff
fig_356,fig_356.jpg,4,staff,1991.13.39,24,staff,1991.13.39.png,"Bronze staff, surmounted bv a vulture holding something in its beak, as in Figs. 286 to 288, Plate XXXVII ; Fig. 271, Plate XXXV, and Figs. 354 and 355, Plate XLV. In Fig. 139, Plate XXIII, and in "" Antiquities from Benin in the British Museum,"" Plate XXIX, Fig. 3, figures are shown holding these staves and striking them with rods.",Carved wooden staff with a string of shells attached,same primary type: staff | shared feature: staff
fig_358,fig_358.jpg,1,figure,1899.86.13,23,figure,1899.86.13.png,"Bronze seated figure, apparently of an European. The dress The hat, with brim, is ornamented with has large buttons on one side. chevrons filled with parallel straight lines ; the moustache very long ; the nose aquiline and very large; the shoulders guarded by ""wings."" hand and forearm broken. Left",Bronze foot broken from a figure,same primary type: figure | shared material: bronze
fig_358,fig_358.jpg,2,figure,1909.1.2,23,figure,1909.1.2.png,"Bronze seated figure, apparently of an European. The dress The hat, with brim, is ornamented with has large buttons on one side. chevrons filled with parallel straight lines ; the moustache very long ; the nose aquiline and very large; the shoulders guarded by ""wings."" hand and forearm broken. Left",Bronze staff with double human figures at either end,same primary type: figure | shared material: bronze
fig_358,fig_358.jpg,3,figure,1975.7.1,23,figure,1975.7.1.png,"Bronze seated figure, apparently of an European. The dress The hat, with brim, is ornamented with has large buttons on one side. chevrons filled with parallel straight lines ; the moustache very long ; the nose aquiline and very large; the shoulders guarded by ""wings."" hand and forearm broken. Left",Bronze figure of a man wearing a rope harness,same primary type: figure | shared material: bronze
fig_358,fig_358.jpg,4,figure,1980.19.1,23,figure,1980.19.1.png,"Bronze seated figure, apparently of an European. The dress The hat, with brim, is ornamented with has large buttons on one side. chevrons filled with parallel straight lines ; the moustache very long ; the nose aquiline and very large; the shoulders guarded by ""wings."" hand and forearm broken. Left",Bronze figure of a hippo,same primary type: figure | shared material: bronze
fig_358,fig_358.jpg,5,figure,1991.13.4,23,figure,,"Bronze seated figure, apparently of an European. The dress The hat, with brim, is ornamented with has large buttons on one side. chevrons filled with parallel straight lines ; the moustache very long ; the nose aquiline and very large; the shoulders guarded by ""wings."" hand and forearm broken. Left",Ivory ladle with inlaid bronze and a bronze human figure on the handle,same primary type: figure | shared material: bronze
fig_360,fig_360.jpg,1,plaque,2012.103.13,27,plaque,2012.103.13_1.png,"Bronze or brass plaque, representing a figure standing to front, holding a piece of ring-money (Manilla) in right hand, similar to Plate XXI, Fig. 6, "" Antiquities from Benin in the British Museum,"" where then* use and The dress has a single row of buttons, some- form are discussed (p. 27). what similar to Fig. 247, Plate XXXII, where however the coat is fastened with tags ; the left hand is similarly spread upon the chest. The face is The hat appears to be an European prognathous, but with hooked nose. chimney-pot hat. Other cases of a pleated kilt occur in Figs. 129, 235, 236, 247, 324, 325, and 361.",Rectangular bronze plaque with three standing figures,same primary type: plaque | shared material: bronze | shared feature: standing
fig_360,fig_360.jpg,2,plaque,1899.86.12,23,plaque,1899.86.12.png,"Bronze or brass plaque, representing a figure standing to front, holding a piece of ring-money (Manilla) in right hand, similar to Plate XXI, Fig. 6, "" Antiquities from Benin in the British Museum,"" where then* use and The dress has a single row of buttons, some- form are discussed (p. 27). what similar to Fig. 247, Plate XXXII, where however the coat is fastened with tags ; the left hand is similarly spread upon the chest. The face is The hat appears to be an European prognathous, but with hooked nose. chimney-pot hat. Other cases of a pleated kilt occur in Figs. 129, 235, 236, 247, 324, 325, and 361.",Bronze plaque with the image of a serpent,same primary type: plaque | shared material: bronze
fig_360,fig_360.jpg,3,plaque,1900.39.1,23,plaque,1900.39.1.png,"Bronze or brass plaque, representing a figure standing to front, holding a piece of ring-money (Manilla) in right hand, similar to Plate XXI, Fig. 6, "" Antiquities from Benin in the British Museum,"" where then* use and The dress has a single row of buttons, some- form are discussed (p. 27). what similar to Fig. 247, Plate XXXII, where however the coat is fastened with tags ; the left hand is similarly spread upon the chest. The face is The hat appears to be an European prognathous, but with hooked nose. chimney-pot hat. Other cases of a pleated kilt occur in Figs. 129, 235, 236, 247, 324, 325, and 361.",Brass relief plaque depicting a human figure,same primary type: plaque | shared material: brass
fig_360,fig_360.jpg,4,plaque,1900.39.2,23,plaque,1900.39.2_1.png,"Bronze or brass plaque, representing a figure standing to front, holding a piece of ring-money (Manilla) in right hand, similar to Plate XXI, Fig. 6, "" Antiquities from Benin in the British Museum,"" where then* use and The dress has a single row of buttons, some- form are discussed (p. 27). what similar to Fig. 247, Plate XXXII, where however the coat is fastened with tags ; the left hand is similarly spread upon the chest. The face is The hat appears to be an European prognathous, but with hooked nose. chimney-pot hat. Other cases of a pleated kilt occur in Figs. 129, 235, 236, 247, 324, 325, and 361.",Brass relief plaque depicting a fish,same primary type: plaque | shared material: brass
fig_360,fig_360.jpg,5,plaque,1907.66.1,23,plaque,1907.66.1_1.png,"Bronze or brass plaque, representing a figure standing to front, holding a piece of ring-money (Manilla) in right hand, similar to Plate XXI, Fig. 6, "" Antiquities from Benin in the British Museum,"" where then* use and The dress has a single row of buttons, some- form are discussed (p. 27). what similar to Fig. 247, Plate XXXII, where however the coat is fastened with tags ; the left hand is similarly spread upon the chest. The face is The hat appears to be an European prognathous, but with hooked nose. chimney-pot hat. Other cases of a pleated kilt occur in Figs. 129, 235, 236, 247, 324, 325, and 361.",Brass plaque with relief decoration depicting three human figures,same primary type: plaque | shared material: brass
fig_361,fig_361.jpg,1,figure,1899.86.13,23,figure,1899.86.13.png,"Bronze jDlaque, representing a figure, seated, holding apparently a hand- The dress has cannon in both hands, the butt of which is curved down. buttons on one side, as in the previous figure, and is surmounted by a vandyke ornamented collar of European type. Belt and pleated kilt. Face, apparently European, aquiline nose. sword with guard on right side. European helmet. European",Bronze foot broken from a figure,same primary type: figure | shared material: bronze
fig_361,fig_361.jpg,2,figure,1909.1.2,23,figure,1909.1.2.png,"Bronze jDlaque, representing a figure, seated, holding apparently a hand- The dress has cannon in both hands, the butt of which is curved down. buttons on one side, as in the previous figure, and is surmounted by a vandyke ornamented collar of European type. Belt and pleated kilt. Face, apparently European, aquiline nose. sword with guard on right side. European helmet. European",Bronze staff with double human figures at either end,same primary type: figure | shared material: bronze
fig_361,fig_361.jpg,3,figure,1975.7.1,23,figure,1975.7.1.png,"Bronze jDlaque, representing a figure, seated, holding apparently a hand- The dress has cannon in both hands, the butt of which is curved down. buttons on one side, as in the previous figure, and is surmounted by a vandyke ornamented collar of European type. Belt and pleated kilt. Face, apparently European, aquiline nose. sword with guard on right side. European helmet. European",Bronze figure of a man wearing a rope harness,same primary type: figure | shared material: bronze
fig_361,fig_361.jpg,4,figure,1980.19.1,23,figure,1980.19.1.png,"Bronze jDlaque, representing a figure, seated, holding apparently a hand- The dress has cannon in both hands, the butt of which is curved down. buttons on one side, as in the previous figure, and is surmounted by a vandyke ornamented collar of European type. Belt and pleated kilt. Face, apparently European, aquiline nose. sword with guard on right side. European helmet. European",Bronze figure of a hippo,same primary type: figure | shared material: bronze
fig_361,fig_361.jpg,5,figure,1991.13.4,23,figure,,"Bronze jDlaque, representing a figure, seated, holding apparently a hand- The dress has cannon in both hands, the butt of which is curved down. buttons on one side, as in the previous figure, and is surmounted by a vandyke ornamented collar of European type. Belt and pleated kilt. Face, apparently European, aquiline nose. sword with guard on right side. European helmet. European",Ivory ladle with inlaid bronze and a bronze human figure on the handle,same primary type: figure | shared material: bronze
fig_365,fig_365.jpg,1,head,1900.39.7,23,head,1900.39.7.png,"Small human head in earthenware, being the only one of that The pupils of the eyes are inlaid with iron ; material in tins collection. two iron bands on the forehead, of which the traces have nearly dis- The Hole in top of head like those of bronze. Coral choker. appeared. features are well formed.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head | shared material: bronze
fig_365,fig_365.jpg,2,head,1900.39.8,23,head,1900.39.8_1.png,"Small human head in earthenware, being the only one of that The pupils of the eyes are inlaid with iron ; material in tins collection. two iron bands on the forehead, of which the traces have nearly dis- The Hole in top of head like those of bronze. Coral choker. appeared. features are well formed.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_365,fig_365.jpg,3,head,1900.39.9,23,head,1900.39.9.png,"Small human head in earthenware, being the only one of that The pupils of the eyes are inlaid with iron ; material in tins collection. two iron bands on the forehead, of which the traces have nearly dis- The Hole in top of head like those of bronze. Coral choker. appeared. features are well formed.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_365,fig_365.jpg,4,head,1966.13.1,23,head,1966.13.1_1.png,"Small human head in earthenware, being the only one of that The pupils of the eyes are inlaid with iron ; material in tins collection. two iron bands on the forehead, of which the traces have nearly dis- The Hole in top of head like those of bronze. Coral choker. appeared. features are well formed.",Bronze head,same primary type: head | shared material: bronze
fig_365,fig_365.jpg,5,head,1975.7.2,23,head,1975.7.2_1.png,"Small human head in earthenware, being the only one of that The pupils of the eyes are inlaid with iron ; material in tins collection. two iron bands on the forehead, of which the traces have nearly dis- The Hole in top of head like those of bronze. Coral choker. appeared. features are well formed.",Bronze cylindrical vessel with decoration depicting animal and human heads,same primary type: head | shared material: bronze
fig_367,fig_367.jpg,1,head,1900.39.7,23,head,1900.39.7.png,"Antelope's head, in bronze, with horns and ears. 356 357 358 359 PLATE 46. Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a ram’s head,same primary type: head | shared material: bronze
fig_367,fig_367.jpg,2,head,1900.39.8,23,head,1900.39.8_1.png,"Antelope's head, in bronze, with horns and ears. 356 357 358 359 PLATE 46. Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_367,fig_367.jpg,3,head,1900.39.9,23,head,1900.39.9.png,"Antelope's head, in bronze, with horns and ears. 356 357 358 359 PLATE 46. Antique Works of Art from Benin.",Bronze hip-ornament mask depicting a crocodile’s head,same primary type: head | shared material: bronze
fig_367,fig_367.jpg,4,head,1966.13.1,23,head,1966.13.1_1.png,"Antelope's head, in bronze, with horns and ears. 356 357 358 359 PLATE 46. Antique Works of Art from Benin.",Bronze head,same primary type: head | shared material: bronze
fig_367,fig_367.jpg,5,head,1975.7.2,23,head,1975.7.2_1.png,"Antelope's head, in bronze, with horns and ears. 356 357 358 359 PLATE 46. Antique Works of Art from Benin.",Bronze cylindrical vessel with decoration depicting animal and human heads,same primary type: head | shared material: bronze
fig_369,fig_369.jpg,1,plaque,1900.39.1,24,plaque,1900.39.1.png,"Bronze plaque, representing a sacrificial scene; it contains eight human figures, and a bullock just in the act of being slaughtered. All the= figures except one have native features, dress, etc., and wear the insignia The remaining figure is evidently intended to represent of executioners. a European.",Brass relief plaque depicting a human figure,same primary type: plaque | shared feature: human figure
fig_369,fig_369.jpg,2,plaque,1907.66.1,24,plaque,1907.66.1_1.png,"Bronze plaque, representing a sacrificial scene; it contains eight human figures, and a bullock just in the act of being slaughtered. All the= figures except one have native features, dress, etc., and wear the insignia The remaining figure is evidently intended to represent of executioners. a European.",Brass plaque with relief decoration depicting three human figures,same primary type: plaque | shared feature: human figure
fig_369,fig_369.jpg,3,plaque,1899.86.12,23,plaque,1899.86.12.png,"Bronze plaque, representing a sacrificial scene; it contains eight human figures, and a bullock just in the act of being slaughtered. All the= figures except one have native features, dress, etc., and wear the insignia The remaining figure is evidently intended to represent of executioners. a European.",Bronze plaque with the image of a serpent,same primary type: plaque | shared material: bronze
fig_369,fig_369.jpg,4,plaque,2012.103.12,23,plaque,2012.103.12.png,"Bronze plaque, representing a sacrificial scene; it contains eight human figures, and a bullock just in the act of being slaughtered. All the= figures except one have native features, dress, etc., and wear the insignia The remaining figure is evidently intended to represent of executioners. a European.",Rectangular bronze plaque with fish motif,same primary type: plaque | shared material: bronze
fig_369,fig_369.jpg,5,plaque,2012.103.13,23,plaque,2012.103.13_1.png,"Bronze plaque, representing a sacrificial scene; it contains eight human figures, and a bullock just in the act of being slaughtered. All the= figures except one have native features, dress, etc., and wear the insignia The remaining figure is evidently intended to represent of executioners. a European.",Rectangular bronze plaque with three standing figures,same primary type: plaque | shared material: bronze
fig_374,fig_374.jpg,1,armlet,1900.39.12,23,armlet,,"Bronze statuette of a musician in the act of playing a wind instrument. He wears a pot hat, a collar, and loose necklet hanging down over the chest, also armlets and wristlets. He wears a decorated loin cloth, with a border representing a row of feathers, and in the centre of the Height of statuette is 24-^ inches. garment is a conventional leopard's face.",Bronze armlet with open-work decoration,same primary type: armlet | shared material: bronze
fig_374,fig_374.jpg,2,armlet,1900.39.13,23,armlet,,"Bronze statuette of a musician in the act of playing a wind instrument. He wears a pot hat, a collar, and loose necklet hanging down over the chest, also armlets and wristlets. He wears a decorated loin cloth, with a border representing a row of feathers, and in the centre of the Height of statuette is 24-^ inches. garment is a conventional leopard's face.",Bronze armlet with open-work decoration,same primary type: armlet | shared material: bronze
fig_374,fig_374.jpg,3,armlet,1900.39.14,23,armlet,,"Bronze statuette of a musician in the act of playing a wind instrument. He wears a pot hat, a collar, and loose necklet hanging down over the chest, also armlets and wristlets. He wears a decorated loin cloth, with a border representing a row of feathers, and in the centre of the Height of statuette is 24-^ inches. garment is a conventional leopard's face.",Copper armlet with bronze decoration depicting two faces,same primary type: armlet | shared material: bronze
fig_374,fig_374.jpg,4,armlet,1900.39.15,23,armlet,,"Bronze statuette of a musician in the act of playing a wind instrument. He wears a pot hat, a collar, and loose necklet hanging down over the chest, also armlets and wristlets. He wears a decorated loin cloth, with a border representing a row of feathers, and in the centre of the Height of statuette is 24-^ inches. garment is a conventional leopard's face.",Bronze penannular leg-ring or armlet,same primary type: armlet | shared material: bronze
fig_374,fig_374.jpg,5,armlet,1901.53.2,23,armlet,1901.53.2.png,"Bronze statuette of a musician in the act of playing a wind instrument. He wears a pot hat, a collar, and loose necklet hanging down over the chest, also armlets and wristlets. He wears a decorated loin cloth, with a border representing a row of feathers, and in the centre of the Height of statuette is 24-^ inches. garment is a conventional leopard's face.",Bronze arm-ring,same primary type: armlet | shared material: bronze
fig_376,fig_376.jpg,1,sword,1899.78.4.1,24,sword,,"Modern Benin sword; the blade is iron and decorated with There are seven brass rivets incised birds and a nondescript animal. hammered into the blade. The handle is covered with leather. Length of blade, 17f inches.",Wooden weaving sword,same primary type: sword | shared feature: sword
fig_376,fig_376.jpg,2,sword,1899.78.4.2,24,sword,,"Modern Benin sword; the blade is iron and decorated with There are seven brass rivets incised birds and a nondescript animal. hammered into the blade. The handle is covered with leather. Length of blade, 17f inches.",Wooden weaving sword,same primary type: sword | shared feature: sword
fig_376,fig_376.jpg,3,sword,1923.2.1,24,sword,1923.2.1.png,"Modern Benin sword; the blade is iron and decorated with There are seven brass rivets incised birds and a nondescript animal. hammered into the blade. The handle is covered with leather. Length of blade, 17f inches.",Sword,same primary type: sword | shared feature: sword
